Year,State,tag_num_orig,Site,tag_num,Session,New_Session,sex,age,date,Bor_burg,Bab_micro
2014,CT,515,HT,515HT,5,5,M,J,07/08/2014,N,Y
2014,CT,517,LS,517LS,5,5,M,A,07/08/2014,Y,Y
2014,CT,522,LC,522LC,5,5,M,A,7/15/2014,Y,Y
2014,CT,523,LC,523LC,5,5,M,A,7/17/2014,Y,Y
2014,CT,525,LC,525LC,5,5,M,A,7/16/2014,N,Y
2014,CT,527,LC,527LC,5,5,M,A,7/15/2014,Y,Y
2014,CT,529,LC,529LC,5,5,M,A,7/15/2014,Y,Y
2014,CT,531,HT,531HT,5,5,M,A,07/08/2014,N,Y
2014,CT,532,HT,532HT,5,5,M,J,07/08/2014,N,Y
2014,CT,533,HT,533HT,5,5,F,J,07/08/2014,N,Y
2014,CT,534,HT,534HT,5,5,F,J,07/08/2014,N,Y
2014,CT,535,HT,535HT,5,5,M,A,07/08/2014,N,Y
2014,CT,538/563,LS,538/563LS,5,5,F,A,07/08/2014,N,Y
2014,CT,540/182,HT,540/182HT,5,5,F,J,07/08/2014,N,Y
2014,CT,543,LS,543LS,5,5,F,A,07/10/2014,N,Y
2014,CT,546,LS,546LS,5,5,M,A,07/08/2014,N,Y
2014,CT,549,LC,549LC,5,5,F,J,7/15/2014,Y,Y
2014,CT,550,LC,550LC,5,5,M,A,7/15/2014,N,Y
2014,CT,552,LC,552LC,5,5,F,A,7/15/2014,N,N
2014,CT,553,LC,553LC,5,5,F,A,7/16/2014,N,Y
2014,CT,554,LC,554LC,5,5,F,A,7/16/2014,N,N
2014,CT,555,LC,555LC,5,5,M,A,7/15/2014,N,Y
2014,CT,556/557,LC,556/557LC,5,5,M,A,7/15/2014,N,N
2014,CT,559,LS,559LS,5,5,M,J,07/08/2014,N,N
2014,CT,561,HT,561HT,5,5,M,J,07/09/2014,N,N
2014,CT,564,LC,564LC,5,5,M,A,7/15/2014,N,N
2014,CT,565,LC,565LC,5,5,M,J,7/16/2014,N,N
2014,CT,566,LC,566LC,5,5,M,A,7/16/2014,N,Y
2014,CT,567,LC,567LC,5,5,M,A,7/15/2014,N,Y
2014,CT,568,LC,568LC,5,5,M,A,7/15/2014,N,Y
2014,CT,569,LC,569LC,5,5,M,A,7/16/2014,N,Y
2014,CT,570,LC,570LC,5,5,F,A,7/15/2014,N,Y
2014,CT,571,LC,571LC,5,5,F,J,7/17/2014,N,Y
2014,CT,572,LC,572LC,5,5,F,J,7/17/2014,Y,Y
2014,CT,574,LC,574LC,5,5,F,A,7/17/2014,Y,N
2014,CT,575,LC,575LC,5,5,M,J,7/17/2014,N,N
2014,RI,123,RH,123RH,5,5,F,A,7/24/2014,Y,Y
2014,RI,129,RH,129RH,5,5,M,A,7/24/2014,Y,Y
2014,RI,139,RH,139RH,5,5,M,A,7/23/2014,Y,Y
2014,RI,143,RH,143RH,5,5,M,A,7/25/2014,N,Y
2014,RI,156,RH,156RH,5,5,F,A,7/24/2014,N,Y
2014,RI,157,RH,157RH,5,5,M,J,7/25/2014,N,N
2015,CT,714/729,HT,714/729HT,5,13,M,A,7/14/2015,Y,Y
2015,CT,734,LC,734LC,5,13,F,A,7/23/2015,Y,Y
2015,CT,737,LC,737LC,5,13,F,A,7/21/2015,Y,Y
2015,CT,740,LC,740LC,5,13,M,A,7/23/2015,Y,Y
2015,CT,744,HT,744HT,5,13,F,A,7/15/2015,Y,Y
2015,CT,752,LC,752LC,5,13,F,A,7/22/2015,Y,Y
2015,CT,753,LC,753LC,5,13,M,A,7/21/2015,Y,Y
2015,CT,755,LC,755LC,5,13,F,A,7/22/2015,N,N
2015,CT,756,LC,756LC,5,13,M,A,7/21/2015,N,N
2015,CT,760/799,HT,760/799HT,5,13,M,J,7/14/2015,N,Y
2015,CT,761,HT,761HT,5,13,F,J,7/14/2015,N,Y
2015,CT,763,HT,763HT,5,13,M,A,7/14/2015,Y,Y
2015,CT,764,HT,764HT,5,13,M,A,7/14/2015,Y,Y
2015,CT,766/802,LS,766/802LS,5,13,M,J,7/15/2015,Y,Y
2015,CT,771,LS,771LS,5,13,M,J,7/16/2015,Y,Y
2015,CT,772,LS,772LS,5,13,F,J,7/16/2015,N,N
2015,CT,773,LC,773LC,5,13,F,J,7/21/2015,N,N
2015,CT,774,LC,774LC,5,13,M,A,7/21/2015,Y,Y
2015,CT,775,LC,775LC,5,13,F,A,7/21/2015,N,Y
2015,CT,776,LC,776LC,5,13,M,J,7/21/2015,N,N
2015,CT,778,LC,778LC,5,13,M,A,7/21/2015,N,Y
2015,CT,779,LC,779LC,5,13,M,A,7/21/2015,Y,Y
2015,CT,781,LC,781LC,5,13,F,A,7/22/2015,Y,N
2015,CT,785,LC,785LC,5,13,M,A,7/23/2015,Y,Y
2015,CT,787,LC,787LC,5,13,M,J,7/23/2015,N,N
2015,CT,800,LC,800LC,5,13,M,A,7/22/2015,Y,N
2015,RI,105,MSR,105MSR,5,13,F,A,7/24/2015,Y,Y
2015,RI,205,BR,205BR,5,13,M,A,7/22/2015,Y,Y
2015,RI,223,RH,223RH,5,13,F,A,7/30/2015,Y,Y
2015,RI,238,BR,238BR,5,13,M,A,7/22/2015,Y,Y
2015,RI,248,BR,248BR,5,13,M,A,7/23/2015,Y,Y
2015,RI,255,BR,255BR,5,13,F,A,7/22/2015,Y,Y
2015,RI,258,RH,258RH,5,13,F,A,7/29/2015,Y,Y
2015,RI,276,RH,276RH,5,13,F,A,7/29/2015,Y,Y
2015,RI,280,MSR,280MSR,5,13,M,A,7/24/2015,Y,Y
2015,RI,282,BR,282BR,5,13,M,A,7/23/2015,Y,Y
2015,RI,283,BR,283BR,5,13,M,A,7/22/2015,Y,Y
2015,RI,284,BR,284BR,5,13,M,A,7/24/2015,Y,Y
2015,RI,285,RH,285RH,5,13,F,A,7/30/2015,Y,Y
2015,RI,286,RH,286RH,5,13,M,A,7/29/2015,Y,Y
2015,RI,296,BR,296BR,5,13,M,A,7/24/2015,Y,Y
2015,RI,298,BR,298BR,5,13,F,A,7/22/2015,Y,Y
2015,RI,299,BR,299BR,5,13,F,A,7/22/2015,Y,Y
2015,RI,302,RH,302RH,5,13,F,A,7/29/2015,Y,Y
2015,RI,303,RH,303RH,5,13,M,A,7/31/2015,N,Y
2015,RI,308,RH,308RH,5,13,F,A,7/29/2015,Y,N
2015,RI,309,RH,309RH,5,13,M,A,7/29/2015,Y,Y
2015,RI,311,BR,311BR,5,13,F,J,7/22/2015,N,Y
2015,RI,312,MSR,312MSR,5,13,M,J,7/22/2015,N,N
2015,RI,314,MSR,314MSR,5,13,F,A,7/23/2015,Y,Y
2015,RI,315,MSR,315MSR,5,13,M,J,7/23/2015,N,N
2015,RI,316,MSR,316MSR,5,13,M,A,7/23/2015,Y,Y
2015,RI,318,MSR,318MSR,5,13,M,A,7/23/2015,N,Y
2015,RI,320,MSR,320MSR,5,13,F,J,7/24/2015,N,N
2015,RI,322,MSR,322MSR,5,13,F,J,7/24/2015,N,N
2015,RI,323,BR,323BR,5,13,M,A,7/24/2015,Y,Y
2015,RI,324,BR,324BR,5,13,M,A,7/24/2015,Y,Y
2015,RI,325,BR,325BR,5,13,F,J,7/24/2015,N,Y
2015,RI,326,RH,326RH,5,13,F,A,7/29/2015,Y,Y
2015,RI,327,RH,327RH,5,13,M,A,7/29/2015,Y,Y
2015,RI,328,RH,328RH,5,13,M,A,7/29/2015,Y,Y
2015,RI,329,RH,329RH,5,13,M,A,7/29/2015,Y,Y
2015,RI,332,RH,332RH,5,13,F,J,7/30/2015,N,N
2015,RI,333,RH,333RH,5,13,F,J,7/31/2015,N,Y
2015,RI,334,RH,334RH,5,13,M,A,7/31/2015,Y,Y
2015,RI,335,RH,335RH,5,13,F,A,7/31/2015,Y,Y
2015,RI,337,RH,337RH,5,13,M,A,7/31/2015,Y,Y
2015,RI,69,BR,69BR,5,13,M,A,7/22/2015,Y,Y
2016,CT,401,LC,401LC,5,20,M,A,27-Jul-16,Y,Y
2016,CT,402,LS,402LS,5,20,F,J,20-Jul-16,N,Y
2016,CT,403,HT,403HT,5,20,F,J,19-Jul-16,N,Y
2016,CT,404,LS,404LS,5,20,M,J,20-Jul-16,N,Y
2016,CT,405,LS,405LS,5,20,M,J,20-Jul-16,N,Y
2016,CT,406,HT,406HT,5,20,M,J,19-Jul-16,N,Y
2016,CT,407,LS,407LS,5,20,M,J,20-Jul-16,Y,Y
2016,CT,420,HT,420HT,5,20,M,J,21-Jul-16,N,Y
2016,CT,421,HT,421HT,5,20,F,J,19-Jul-16,N,Y
2016,CT,422,HT,422HT,5,20,M,J,19-Jul-16,N,Y
2016,CT,423,LS,423LS,5,20,M,A,19-Jul-16,Y,Y
2016,CT,424,LS,424LS,5,20,M,J,19-Jul-16,Y,Y
2016,CT,426,LC,426LC,5,20,M,J,28-Jul-16,N,Y
2016,CT,427,LC,427LC,5,20,M,J,26-Jul-16,N,Y
2016,CT,429,LC,429LC,5,20,M,A,26-Jul-16,N,Y
2016,CT,432,LC,432LC,5,20,F,J,28-Jul-16,N,Y
2016,CT,433,LC,433LC,5,20,F,A,26-Jul-16,N,Y
2016,CT,435,LC,435LC,5,20,M,J,27-Jul-16,N,Y
2016,CT,436,LC,436LC,5,20,M,J,26-Jul-16,N,Y
2016,CT,438,LS,438LS,5,20,M,J,21-Jul-16,Y,Y
2016,CT,439,LS,439LS,5,20,M,A,21-Jul-16,Y,Y
2016,CT,441,HT,441HT,5,20,M,A,21-Jul-16,Y,Y
2016,CT,441,LS,441LS,5,20,F,J,21-Jul-16,Y,Y
2016,CT,442,HT,442HT,5,20,M,A,21-Jul-16,Y,Y
2016,CT,443,HT,443HT,5,20,M,A,21-Jul-16,N,Y
2016,CT,445,HT,445HT,5,20,M,J,20-Jul-16,N,Y
2016,CT,446,HT,446HT,5,20,F,J,20-Jul-16,N,Y
2016,CT,447,HT,447HT,5,20,F,J,20-Jul-16,N,Y
2016,CT,448,HT,448HT,5,20,F,J,20-Jul-16,N,Y
2016,CT,449,HT,449HT,5,20,F,J,20-Jul-16,N,Y
2016,CT,450,HT,450HT,5,20,M,J,19-Jul-16,N,Y
2016,CT,477,LC,477LC,5,20,F,A,28-Jul-16,N,Y
2016,CT,478,LC,478LC,5,20,M,A,26-Jul-16,N,Y
2016,CT,479,LS,479LS,5,20,F,J,20-Jul-16,N,Y
2016,CT,480,LS,480LS,5,20,M,J,19-Jul-16,Y,Y
2016,CT,481,LC,481LC,5,20,F,A,26-Jul-16,N,Y
2016,CT,483,LC,483LC,5,20,M,J,26-Jul-16,N,Y
2016,CT,484,LC,484LC,5,20,M,A,27-Jul-16,N,Y
2016,CT,486,LC,486LC,5,20,M,A,26-Jul-16,N,Y
2016,CT,487,LS,487LS,5,20,M,J,19-Jul-16,Y,Y
2016,CT,489,LC,489LC,5,20,M,A,26-Jul-16,Y,Y
2016,CT,492,LC,492LC,5,20,M,J,26-Jul-16,Y,Y
2016,CT,494,LC,494LC,5,20,F,J,26-Jul-16,N,Y
2016,CT,495,LC,495LC,5,20,M,A,26-Jul-16,N,Y
2016,CT,497,LC,497LC,5,20,M,A,26-Jul-16,N,Y
2016,CT,499,LS,499LS,5,20,M,A,19-Jul-16,Y,Y
2016,CT,544,LC,544LC,5,20,M,A,26-Jul-16,Y,Y
2016,CT,546,LC,546LC,5,20,M,A,26-Jul-16,Y,Y
2016,CT,547,LC,547LC,5,20,F,A,28-Jul-16,Y,Y
2016,CT,569,LC,569LC,5,20,M,A,26-Jul-16,N,Y
2016,CT,637,LS,637LS,5,20,F,A,19-Jul-16,N,N
2016,CT,644,LS,644LS,5,20,F,A,19-Jul-16,Y,Y
2016,CT,652,LC,652LC,5,20,M,A,26-Jul-16,N,Y
2016,CT,654,HT,654HT,5,20,M,A,20-Jul-16,N,Y
2016,CT,655,LS,655LS,5,20,M,A,19-Jul-16,N,Y
2016,CT,656,LS,656LS,5,20,M,J,19-Jul-16,N,Y
2016,CT,658,HT,658HT,5,20,M,A,21-Jul-16,N,Y
2016,CT,659,HT,659HT,5,20,M,A,19-Jul-16,N,Y
2016,CT,661,LS,661LS,5,20,F,A,20-Jul-16,Y,Y
2016,CT,662,LS,662LS,5,20,F,A,19-Jul-16,Y,Y
2016,CT,665,HT,665HT,5,20,M,A,19-Jul-16,N,Y
2016,CT,666,HT,666HT,5,20,M,J,19-Jul-16,N,Y
2016,CT,667,HT,667HT,5,20,M,A,19-Jul-16,Y,Y
2016,CT,669,LC,669LC,5,20,M,A,28-Jul-16,N,Y
2016,CT,670,LS,670LS,5,20,M,A,19-Jul-16,Y,Y
2016,CT,678,HT,678HT,5,20,M,A,21-Jul-16,Y,Y
2016,CT,684,HT,684HT,5,20,M,A,19-Jul-16,Y,Y
2016,CT,686,HT,686HT,5,20,M,A,19-Jul-16,N,Y
2016,CT,687,LC,687LC,5,20,M,A,26-Jul-16,N,Y
2016,CT,691,LC,691LC,5,20,F,A,26-Jul-16,N,Y
2016,CT,695,LC,695LC,5,20,M,A,27-Jul-16,N,Y
2016,CT,696,LC,696LC,5,20,M,A,27-Jul-16,Y,Y
2016,CT,697,LC,697LC,5,20,F,A,26-Jul-16,N,Y
2016,CT,698,HT,698HT,5,20,M,A,19-Jul-16,N,Y
2016,CT,700,LS,700LS,5,20,F,J,19-Jul-16,N,Y
2016,CT,833,LS,833LS,5,20,F,A,19-Jul-16,Y,Y
2016,CT,868,LS,868LS,5,20,F,A,19-Jul-16,N,Y
2016,CT,911,HT,911HT,5,20,M,A,19-Jul-16,Y,Y
2016,CT,924,LS,924LS,5,20,F,A,19-Jul-16,N,Y
2016,CT,941,LS,941LS,5,20,M,A,19-Jul-16,Y,Y
2016,CT,956,LC,956LC,5,20,F,A,26-Jul-16,N,Y
2016,CT,956,LC,956LC,5,20,F,A,27-Jul-16,N,Y
2016,CT,990,HT,990HT,5,20,F,J,20-Jul-16,N,Y
2016,RI,374,MSR,374MSR,5,20,M,A,22-Jul-16,N,Y
2016,RI,404,BR,404BR,5,20,M,A,21-Jul-16,N,Y
2016,RI,411,BR,411BR,5,20,M,A,21-Jul-16,N,Y
2016,RI,413,BR,413BR,5,20,M,A,21-Jul-16,N,Y
2016,RI,416,MSR,416MSR,5,20,M,A,21-Jul-16,N,Y
2016,RI,428,MSR,428MSR,5,20,M,A,20-Jul-16,N,Y
2016,RI,434,MSR,434MSR,5,20,F,A,21-Jul-16,N,Y
2016,RI,438/581,MSR,438/581MSR,5,20,F,A,20-Jul-16,N,Y
2016,RI,442,BR,442BR,5,20,M,A,20-Jul-16,N,Y
2016,RI,451,BR,451BR,5,20,F,A,20-Jul-16,N,Y
2016,RI,457,BR,457BR,5,20,M,A,20-Jul-16,N,Y
2016,RI,465,RH,465RH,5,20,M,A,29-Jul-16,N,Y
2016,RI,476,RH,476RH,5,20,F,A,29-Jul-16,N,Y
2016,RI,478,RH,478RH,5,20,F,A,27-Jul-16,Y,Y
2016,RI,484,RH,484RH,5,20,M,A,29-Jul-16,N,Y
2016,RI,487,RH,487RH,5,20,F,A,28-Jul-16,N,Y
2016,RI,488,RH,488RH,5,20,F,A,28-Jul-16,N,Y
2016,RI,492,RH,492RH,5,20,F,A,28-Jul-16,N,Y
2016,RI,496,RH,496RH,5,20,F,A,28-Jul-16,Y,Y
2016,RI,498,RH,498RH,5,20,M,A,27-Jul-16,Y,Y
2016,RI,499,RH,499RH,5,20,M,A,27-Jul-16,N,Y
2016,RI,504,MSR,504MSR,5,20,M,A,21-Jul-16,N,Y
2016,RI,509,MSR,509MSR,5,20,M,A,21-Jul-16,Y,Y
2016,RI,512,MSR,512MSR,5,20,M,A,20-Jul-16,N,Y
2016,RI,514,MSR,514MSR,5,20,F,A,20-Jul-16,N,Y
2016,RI,516,BR,516BR,5,20,M,A,22-Jul-16,N,Y
2016,RI,522,MSR,522MSR,5,20,M,A,20-Jul-16,Y,Y
2016,RI,532,RH,532RH,5,20,M,A,27-Jul-16,N,Y
2016,RI,536,RH,536RH,5,20,M,A,28-Jul-16,N,Y
2016,RI,541,RH,541RH,5,20,F,A,27-Jul-16,N,Y
2016,RI,543,RH,543RH,5,20,F,A,27-Jul-16,N,Y
2016,RI,546,BR,546BR,5,20,F,A,21-Jul-16,N,Y
2016,RI,552,BR,552BR,5,20,M,A,21-Jul-16,N,Y
2016,RI,553,MSR,553MSR,5,20,F,A,21-Jul-16,N,Y
2016,RI,558,RH,558RH,5,20,M,A,28-Jul-16,N,Y
2016,RI,559,RH,559RH,5,20,M,A,27-Jul-16,N,Y
2016,RI,562,RH,562RH,5,20,F,A,27-Jul-16,N,Y
2016,RI,562,RH,562RH,5,20,F,A,28-Jul-16,N,Y
2016,RI,564,RH,564RH,5,20,M,A,28-Jul-16,N,Y
2016,RI,568,BR,568BR,5,20,M,A,22-Jul-16,N,Y
2016,RI,572,MSR,572MSR,5,20,M,A,21-Jul-16,N,Y
2016,RI,575,BR,575BR,5,20,M,A,20-Jul-16,N,Y
2016,RI,576,BR,576BR,5,20,F,A,21-Jul-16,N,Y
2016,RI,580,BR,580BR,5,20,F,A,22-Jul-16,N,Y
2016,RI,584,MSR,584MSR,5,20,M,A,22-Jul-16,N,Y
2016,RI,585,MSR,585MSR,5,20,M,A,20-Jul-16,N,Y
2016,RI,586,MSR,586MSR,5,20,M,A,21-Jul-16,N,Y
2016,RI,589,RH,589RH,5,20,F,A,27-Jul-16,N,Y
2016,RI,591,RH,591RH,5,20,F,A,29-Jul-16,N,Y
2016,RI,593,RH,593RH,5,20,M,A,29-Jul-16,N,Y
2016,RI,595,RH,595RH,5,20,M,A,27-Jul-16,Y,Y
2016,RI,596,RH,596RH,5,20,M,A,27-Jul-16,N,Y
2016,RI,597,RH,597RH,5,20,F,A,27-Jul-16,Y,Y
2016,RI,598,RH,598RH,5,20,M,A,29-Jul-16,N,Y
2016,RI,601,RH,601RH,5,20,M,A,28-Jul-16,N,Y
2016,RI,602,RH,602RH,5,20,M,A,29-Jul-16,N,Y
2016,RI,603,BR,603BR,5,20,F,A,20-Jul-16,N,Y
2016,RI,604,BR,604BR,5,20,F,A,20-Jul-16,N,Y
2016,RI,605,BR,605BR,5,20,F,A,20-Jul-16,N,Y
2016,RI,606,MSR,606MSR,5,20,F,A,20-Jul-16,N,Y
2016,RI,607,MSR,607MSR,5,20,M,A,20-Jul-16,N,Y
2016,RI,608,MSR,608MSR,5,20,M,A,20-Jul-16,N,Y
2016,RI,609,BR,609BR,5,20,F,A,21-Jul-16,N,Y
2016,RI,610,BR,610BR,5,20,F,J,21-Jul-16,N,Y
2016,RI,611,BR,611BR,5,20,M,A,21-Jul-16,N,Y
2016,RI,612,BR,612BR,5,20,M,J,21-Jul-16,N,Y
2016,RI,613,BR,613BR,5,20,M,J,21-Jul-16,N,Y
2016,RI,614,MSR,614MSR,5,20,F,J,21-Jul-16,N,Y
2016,RI,615,MSR,615MSR,5,20,M,A,21-Jul-16,N,Y
2016,RI,616,MSR,616MSR,5,20,M,J,21-Jul-16,N,Y
2016,RI,617,MSR,617MSR,5,20,F,J,21-Jul-16,N,Y
2016,RI,619,BR,619BR,5,20,M,A,22-Jul-16,N,Y
2016,RI,620,BR,620BR,5,20,F,A,22-Jul-16,N,Y
2016,RI,621,BR,621BR,5,20,F,A,22-Jul-16,N,Y
2016,RI,622,MSR,622MSR,5,20,M,A,22-Jul-16,N,Y
2016,RI,623,MSR,623MSR,5,20,F,A,22-Jul-16,N,Y
2016,RI,624,MSR,624MSR,5,20,F,J,22-Jul-16,N,N
2016,RI,625,MSR,625MSR,5,20,F,A,22-Jul-16,N,Y
2016,RI,626,RH,626RH,5,20,M,A,27-Jul-16,N,Y
2016,RI,627,RH,627RH,5,20,M,A,28-Jul-16,N,Y
2016,RI,628,RH,628RH,5,20,M,J,28-Jul-16,N,Y
2016,RI,629,RH,629RH,5,20,M,J,28-Jul-16,N,Y
2016,RI,630,RH,630RH,5,20,M,J,28-Jul-16,N,Y
2016,RI,631,RH,631RH,5,20,M,J,28-Jul-16,N,Y
2016,RI,632,RH,632RH,5,20,M,A,28-Jul-16,Y,Y
2016,RI,633,RH,633RH,5,20,M,J,28-Jul-16,N,Y
2016,RI,634,RH,634RH,5,20,F,J,28-Jul-16,N,Y
2016,RI,635,RH,635RH,5,20,M,J,28-Jul-16,Y,Y
2016,RI,636,RH,636RH,5,20,F,A,28-Jul-16,N,Y
2016,RI,637,RH,637RH,5,20,M,A,28-Jul-16,N,Y
2016,RI,640,RH,640RH,5,20,M,A,29-Jul-16,N,Y
2016,RI,641,RH,641RH,5,20,F,A,29-Jul-16,N,Y
2016,RI,642,RH,642RH,5,20,M,J,29-Jul-16,N,Y
2014,CT,108,HT,108HT,6,6,F,A,7/22/2014,N,N
2014,CT,131,HT,131HT,6,6,M,A,7/22/2014,N,Y
2014,CT,147,HT,147HT,6,6,F,A,7/22/2014,Y,N
2014,CT,148,HT,148HT,6,6,M,A,7/22/2014,Y,Y
2014,CT,151,HT,151HT,6,6,M,A,7/22/2014,Y,Y
2014,CT,154,HT,154HT,6,6,F,A,7/24/2014,N,N
2014,CT,156,HT,156HT,6,6,F,A,7/22/2014,Y,Y
2014,CT,158/159,LS,158/159LS,6,6,M,A,7/22/2014,Y,Y
2014,CT,165,HT,165HT,6,6,F,A,7/23/2014,Y,Y
2014,CT,307,LC,307LC,6,6,M,A,7/29/2014,Y,Y
2014,CT,310,LC,310LC,6,6,F,A,7/29/2014,Y,N
2014,CT,311,LC,311LC,6,6,M,A,7/29/2014,N,Y
2014,CT,326,HT,326HT,6,6,M,A,7/24/2014,N,Y
2014,CT,327,HT,327HT,6,6,M,A,7/22/2014,N,Y
2014,CT,507/544,HT,507/544HT,6,6,M,A,7/22/2014,N,Y
2014,CT,510,HT,510HT,6,6,M,A,7/24/2014,Y,Y
2014,CT,514,HT,514HT,6,6,M,A,7/22/2014,N,Y
2014,CT,515,HT,515HT,6,6,M,A,7/22/2014,N,Y
2014,CT,518,LS,518LS,6,6,M,A,7/23/2014,N,Y
2014,CT,522,LC,522LC,6,6,M,A,7/29/2014,Y,Y
2014,CT,523,LC,523LC,6,6,M,A,7/30/2014,N,Y
2014,CT,527,LC,527LC,6,6,M,A,7/29/2014,Y,Y
2014,CT,532,HT,532HT,6,6,M,A,7/22/2014,N,Y
2014,CT,533,HT,533HT,6,6,F,A,7/23/2014,N,Y
2014,CT,538/563,LS,538/563LS,6,6,F,A,7/22/2014,N,Y
